FID,gid,name,state_name,crops,manure,forest,primmill,secmill,urban,landfill,total
ReAtlas_biomass.2304,2304,Vermillion,Indiana,48102.023,407.293,3137,0,4.082,2375.682,2352,57755.755
ReAtlas_biomass.1437,1437,Davidson,North Carolina,5718.019,593.986,31896,30373,4723.445,14845.381,9303.161,102328.641
ReAtlas_biomass.1439,1439,Tyrrell,North Carolina,56158.522,850.821,11682,7642,0,418.303,0,79020.158
ReAtlas_biomass.1440,1440,Washington,North Carolina,56210.805,2121.675,23834,245160,734.4,1383.557,888.684,332734.49
ReAtlas_biomass.1441,1441,McDowell,North Carolina,0,232.517,22138,29544,2032.783,4340.455,1801.485,60377.123
ReAtlas_biomass.1442,1442,Randolph,North Carolina,6880.799,6657.145,51314,72569,3139.438,13424.747,6237.225,173899.109
ReAtlas_biomass.1443,1443,Chatham,North Carolina,1285.865,4042.683,55633,90484,526.342,5154.923,1369.599,163531.294
ReAtlas_biomass.1453,1453,Greene,North Carolina,21406.528,12768.018,67405,0,0,2003.744,360.858,107998.047
ReAtlas_biomass.2307,2307,Parke,Indiana,93887.683,538.104,34884,25271,489.6,2064.419,0,168115.034
ReAtlas_biomass.1455,1455,Rutherford,North Carolina,640.057,184.707,56883,100512,1265.724,6523.054,6357,184417.377
ReAtlas_biomass.1456,1456,Wayne,North Carolina,53584.931,19835.49,55944,197687,289.706,11607.42,7330.973,350119.308
ReAtlas_biomass.1457,1457,Cleveland,North Carolina,5377.692,792.348,17789,5424,542.671,9889.241,4999.116,106138.526
ReAtlas_biomass.1458,1458,Harnett,North Carolina,13397.588,4042.1,27831,11304,265.212,9540.285,5539,78623.317
ReAtlas_biomass.2309,2309,Marion,Indiana,11795.158,0.932,1924,0,10467.526,98953.149,134860.8,259429.855
ReAtlas_biomass.1461,1461,Moore,North Carolina,1971.791,4511.031,47575,0,1008.677,8082.911,5326.894,70744.563
ReAtlas_biomass.1462,1462,Mecklenburg,North Carolina,1289.307,6.815,11883,0,9756.72,70297.42,9686.529,104603.228
ReAtlas_biomass.1463,1463,Montgomery,North Carolina,993.834,2852.009,57959,236113,514.094,2976.541,9485.161,315401.416
ReAtlas_biomass.1464,1464,Cabarrus,North Carolina,5016.91,600.291,9556,0,1253.477,13395.367,16548,51648.947
ReAtlas_biomass.1465,1465,Stanly,North Carolina,16207.636,1681.356,8756,99245,1073.995,5857.658,5706.361,159760.025
ReAtlas_biomass.2310,2310,Hendricks,Indiana,114871.026,466.136,6262,0,1008.677,12006.678,12644.936,150006.215
ReAtlas_biomass.1468,1468,Lenoir,North Carolina,37704.798,9441.877,16851,20272,273.377,6286.067,5117.161,99866.04
ReAtlas_biomass.1471,1471,Craven,North Carolina,24514.317,2572.606,39907,122436,1000.512,9490.942,7712,210566.051
ReAtlas_biomass.1473,1473,Pamlico,North Carolina,29311.444,94.536,30687,0,0,1394.789,327.278,61988.845
ReAtlas_biomass.1475,1475,Sampson,North Carolina,50826.859,61285.533,52254,43338,762.977,6156.228,7483.161,226675.107
ReAtlas_biomass.2227,2227,Harvey,Kansas,133247.681,343.195,101,0,1535.018,4025.282,5683.911,162109.302
ReAtlas_biomass.2228,2228,Reno,Kansas,170123.857,487.712,12,0,750.73,7937.086,7708.879,533951.774
ReAtlas_biomass.1478,1478,Cumberland,North Carolina,13840.4,3845.412,41551,0,318.283,30907.931,7810,104919.379
ReAtlas_biomass.1486,1486,Scotland,North Carolina,6191.515,4720.59,14864,51174,257.047,3810.888,1932.259,86221.313
ReAtlas_biomass.1487,1487,Robeson,North Carolina,67287.813,13066.465,24688,0,522.259,12888.971,2472.378,130317.962
ReAtlas_biomass.1488,1488,Bladen,North Carolina,28175.884,24573.644,59508,45795,269.294,3617.397,1558.859,171199.149
ReAtlas_biomass.2231,2231,Butler,Kansas,95877.392,837.342,141,0,248.882,7301.705,0,114420.375
ReAtlas_biomass.1490,1490,Carteret,North Carolina,41829.781,0,16084,0,526.342,6259.35,1959.804,66757.473
ReAtlas_biomass.1491,1491,Onslow,North Carolina,18635.732,5722.183,29994,0,505.93,15612.732,7561,78386.346
ReAtlas_biomass.1492,1492,Columbus,North Carolina,37300.603,7905.955,107459,513922,1261.642,5792.149,5272.487,682224.022
ReAtlas_biomass.1493,1493,Pender,North Carolina,17692.255,8068.847,69852,0,505.93,4323.458,860.932,102353.853
ReAtlas_biomass.1495,1495,Brunswick,North Carolina,7298.124,2198.077,36035,0,1486.03,7737.417,2605.754,57546.669
ReAtlas_biomass.1496,1496,Flathead,Montana,17502.414,83.455,108308,1937052,1359.619,8338.348,1890,2074656.981
ReAtlas_biomass.1497,1497,Lincoln,Montana,0,2.668,103178,0,269.294,2856.2,0,106337.311
ReAtlas_biomass.1498,1498,Blaine,Montana,54813.557,73.643,1310,0,0,997.314,0,57206.104
ReAtlas_biomass.1499,1499,Hill,Montana,101691.114,92.058,697,0,0,1906.127,0,104413.869
ReAtlas_biomass.1500,1500,Sheridan,Montana,86185.836,26.325,0,0,0,515.38,0,86734.328
ReAtlas_biomass.1501,1501,Valley,Montana,80593.107,48.065,0,0,0,1066.202,0,81720.065
ReAtlas_biomass.1504,1504,Glacier,Montana,64855.136,218.272,867,0,0,1824.1,0,67786.413
ReAtlas_biomass.1505,1505,Toole,Montana,80806.893,111.021,0,0,0,726.351,0,81652.975
ReAtlas_biomass.1507,1507,Roosevelt,Montana,94867.564,23.232,0,0,0,1098.477,0,96006.834
ReAtlas_biomass.1508,1508,Pondera,Montana,99064.929,153.95,0,0,4.082,846.025,0,100079.608
ReAtlas_biomass.1509,1509,Chouteau,Montana,128374.679,42.114,1397,0,0,799.065,0,130622.73
ReAtlas_biomass.1512,1512,Teton,Montana,76877.45,210.001,0,0,0,1120.537,0,78218.645
ReAtlas_biomass.2237,2237,Sedgwick,Kansas,167529.432,316.463,90,0,3535.142,54663.455,22475.611,269956.944
ReAtlas_biomass.2587,2587,Union,Iowa,98721.515,464.865,1844,0,0,1360.382,0,258375.127
ReAtlas_biomass.1519,1519,Cascade,Montana,50308.893,222.429,10100,0,518.177,8947.165,10399,80628.541
ReAtlas_biomass.1520,1520,Missoula,Montana,757,7.883,109988,0,1559.513,10817.054,7301,130588.868
ReAtlas_biomass.2264,2264,LaPorte,Indiana,144324.14,1568.438,3740,0,530.424,13239.688,21490.72,206440.041
ReAtlas_biomass.2175,2175,Clay,Kansas,89258.398,763.712,111,0,8.165,1328.356,0,187370.723
ReAtlas_biomass.1542,1542,Gallatin,Montana,48094.536,346.92,4204,0,1555.43,7651.541,1786,63750.592
ReAtlas_biomass.2181,2181,Riley,Kansas,33257.163,222.311,171,0,24.494,7613.245,0,60039.625
ReAtlas_biomass.2182,2182,Pottawatomie,Kansas,32760.9,561.73,5531,386,16.33,2361.223,0,118091.593
ReAtlas_biomass.2183,2183,Jefferson,Kansas,34662.174,188.332,6908,0,505.93,2296.418,6398.812,116651.458
ReAtlas_biomass.2184,2184,Leavenworth,Kansas,22887.9,265.939,6208,0,24.494,8313.265,0,76432.689
ReAtlas_biomass.1554,1554,DeSoto,Mississippi,24836.391,14.151,2895,0,1257.559,10802.547,0,68630.474
ReAtlas_biomass.1556,1556,Marshall,Mississippi,16407.25,26.456,39605,0,257.047,3557.792,0,125572.731
ReAtlas_biomass.1558,1558,Tunica,Mississippi,113103.077,0,9981,0,0,1186.526,1824.27,137872.886
ReAtlas_biomass.1559,1559,Tate,Mississippi,21130.633,124.105,2756,0,0,2604.371,0,84529.163
ReAtlas_biomass.1562,1562,Lafayette,Mississippi,5078.292,11.485,39364,0,252.965,4201.771,0,99784.852
ReAtlas_biomass.1564,1564,Coahoma,Mississippi,180673.477,0,5381,0,12.247,3215.505,0,258869.746
ReAtlas_biomass.1566,1566,Lee,Mississippi,17172.675,301.064,12780,0,1273.889,7687.16,0,71612.789
ReAtlas_biomass.1570,1570,Tallahatchie,Mississippi,118249.897,8.819,28927,0,4.082,1476.549,0,271315.401
ReAtlas_biomass.1572,1572,Bolivar,Mississippi,294055.061,3.281,5408,0,248.882,4207.368,0,326715.143
ReAtlas_biomass.1573,1573,Monroe,Mississippi,26420.558,238.658,41683,0,767.059,3857.104,0,184990.42
ReAtlas_biomass.1575,1575,Sunflower,Mississippi,199845.62,1.641,1218,0,4.082,3586.747,0,235064.206
ReAtlas_biomass.1577,1577,Clay,Mississippi,5535.268,17.433,25256,0,8.165,2268.4,0,142910.953
ReAtlas_biomass.1578,1578,Leflore,Mississippi,158350.746,2.666,15304,0,12.247,3941.246,902.458,246855.612
ReAtlas_biomass.1579,1579,Lowndes,Mississippi,17691.162,13.536,34814,0,771.142,6464.894,10213.161,186429.02
ReAtlas_biomass.1580,1580,Webster,Mississippi,6952.301,9.639,38315,0,265.212,1110.682,0,102811.02
ReAtlas_biomass.1581,1581,Montgomery,Mississippi,6979.105,14.356,37025,169480,24.494,1479.993,0,253310.573
ReAtlas_biomass.1582,1582,Carroll,Mississippi,14682.841,18.253,27588,0,0,1066.963,0,145744.127
ReAtlas_biomass.1584,1584,Choctaw,Mississippi,0,769.553,67140,0,248.882,1148.356,0,112596.367
ReAtlas_biomass.1585,1585,Washington,Mississippi,240931.214,2.666,2884,0,257.047,6602.711,7119.161,281938.109
ReAtlas_biomass.1586,1586,Holmes,Mississippi,48339.161,11.895,67911,0,0,2322.521,1592.5,254033.882
ReAtlas_biomass.1587,1587,Humphreys,Mississippi,77248.773,0,9214,0,0,1291.82,0,107902.077
ReAtlas_biomass.1590,1590,Attala,Mississippi,4627.622,17.227,76493,0,4.082,2129.519,0,163585.718
ReAtlas_biomass.1591,1591,Sharkey,Mississippi,88110.247,0,11587,0,0,833.489,0,141577.901
ReAtlas_biomass.1592,1592,Yazoo,Mississippi,106105.375,194.371,63151,34389,746.647,3061.267,0,396818.19
ReAtlas_biomass.1593,1593,Issaquena,Mississippi,58040.143,1.846,56269,0,0,225.302,0,137036.796
ReAtlas_biomass.1597,1597,Madison,Mississippi,27666.958,101.355,79852,0,1237.147,7761.618,25853,363088.704
ReAtlas_biomass.1599,1599,Warren,Mississippi,20856.356,7.178,81320,151430,746.647,5281.713,0,302583.742
ReAtlas_biomass.1600,1600,Rankin,Mississippi,5182.924,3987.175,106910,0,2470.212,12243.307,0,181197.843
ReAtlas_biomass.1603,1603,Hinds,Mississippi,16063.708,35.685,78332,0,3200.53,27208.865,6632.857,286507.907
ReAtlas_biomass.1605,1605,Claiborne,Mississippi,4367.702,13.946,61657,116404,12.247,1353.743,0,261480.893
ReAtlas_biomass.1608,1608,Copiah,Mississippi,0,989.072,111366,103814,988.265,3121.506,0,270082.686
ReAtlas_biomass.1609,1609,Simpson,Mississippi,641.815,5178.175,71699,0,257.047,2919.957,0,118985.621
ReAtlas_biomass.1611,1611,Jefferson,Mississippi,2165.8,456.178,54979,0,248.882,1055.793,296.94,84262.862
ReAtlas_biomass.1613,1613,Covington,Mississippi,0,1935.304,40943,31826,244.8,1922.793,0,123470.564
ReAtlas_biomass.1614,1614,Jefferson Davis,Mississippi,0,1151.714,32536,0,0,1383.317,0,74535.546
ReAtlas_biomass.1616,1616,Adams,Mississippi,0,4.922,51196,125612,0,3856.214,2463.955,267526.818
ReAtlas_biomass.1624,1624,Wilkinson,Mississippi,0,18.048,126881,42902,244.8,1021.685,0,190816.185
ReAtlas_biomass.1627,1627,Amite,Mississippi,0,1251.814,72704,137078,4.082,1528.912,0,278038.332
ReAtlas_biomass.1628,1628,Pearl River,Mississippi,0,24.816,66856,0,261.13,5180.357,3207,127722.9
ReAtlas_biomass.2188,2188,Shawnee,Kansas,45613.711,86.746,5423,0,754.812,20878.665,0,108587.372
ReAtlas_biomass.2189,2189,Wabaunsee,Kansas,23051.691,155.638,3124,0,4.082,824.152,0,84877.94
ReAtlas_biomass.1632,1632,Harrison,Mississippi,0,8.127,20715,0,1759.406,21508.554,12680,56984.611
ReAtlas_biomass.1634,1634,Clark,Missouri,86606.346,606.463,6724,8032,4.082,790.769,0,234806.183
ReAtlas_biomass.1636,1636,Schuyler,Missouri,18521.617,285.751,1013,0,0,535.428,0,123549.434
ReAtlas_biomass.1637,1637,Putnam,Missouri,22122.325,112.325,2908,1728,4.082,556.929,0,212939.112
ReAtlas_biomass.1640,1640,Nodaway,Missouri,147287.457,2236.686,2439,0,244.8,2427.261,1459.874,419043.314
ReAtlas_biomass.2194,2194,Dickinson,Kansas,85487.983,301.395,1231,0,8.165,2587.865,0,237794.156
ReAtlas_biomass.1648,1648,Holt,Missouri,153758.005,559.183,1506,0,248.882,661.358,0,185460.599
ReAtlas_biomass.1651,1651,Andrew,Missouri,74432.76,995.414,2142,1947,248.882,1758.545,51.063,183733.698
ReAtlas_biomass.1655,1655,Livingston,Missouri,97571.375,372.554,6827,12051,4.082,1643.102,1053.799,336142.799
ReAtlas_biomass.1657,1657,Marion,Missouri,81831.043,1134.65,16961,8226,12.247,3198.021,0,198577.145
ReAtlas_biomass.1658,1658,Buchanan,Missouri,69547.344,273.206,2921,11849,32.659,9351.543,8384.691,156514.523
ReAtlas_biomass.1664,1664,Carroll,Missouri,158165.615,1222.926,13246,0,261.13,1096.691,0,468758.649
ReAtlas_biomass.1666,1666,Pike,Missouri,94942.433,1372.193,11824,14500,252.965,2229.111,260.773,187780.006
ReAtlas_biomass.1667,1667,Platte,Missouri,60835.56,240.284,1076,0,750.73,7867.282,0,96262.615
ReAtlas_biomass.1668,1668,Ray,Missouri,78523.639,386.268,2044,0,0,2490.241,0,212355.97
ReAtlas_biomass.1669,1669,Clay,Missouri,16805.966,135.84,36558,0,1510.524,20165.274,0,83356.186
ReAtlas_biomass.1670,1670,Saline,Missouri,230534.929,3417.903,3302,0,0,2623.887,916.815,303524.151
ReAtlas_biomass.1671,1671,Audrain,Missouri,175304.511,3265.242,4797,6564,244.8,3301.39,1039,285166.202
ReAtlas_biomass.1685,1685,St. Louis,Missouri,12053.429,5.227,36275,0,11250.914,109640.779,88075,259830.066
ReAtlas_biomass.1686,1686,Cass,Missouri,53065.062,929.221,4952,3599,554.918,8935.045,139.618,122447.927
ReAtlas_biomass.1690,1690,Franklin,Missouri,30826.922,2118.952,12480,5564,1518.689,10365.778,3834,97532.716
ReAtlas_biomass.1691,1691,Osage,Missouri,14937.405,2770.289,27995,12137,24.494,1392.804,0,62315.897
ReAtlas_biomass.2198,2198,Douglas,Kansas,33056.904,176.751,2088,0,265.212,12238.042,0,80633.077
ReAtlas_biomass.1693,1693,Henry,Missouri,38437.728,830.499,6305,0,493.682,2527.104,1438,93423.475
ReAtlas_biomass.1702,1702,Washington,Missouri,0,202.862,32462,20218,1237.147,2579.955,2675.155,59431.411
ReAtlas_biomass.1704,1704,Ste. Genevieve,Missouri,23761.48,689.292,0,0,281.542,1993.276,0,53585.534
ReAtlas_biomass.1707,1707,Vernon,Missouri,60405.122,5594.15,6003,6739,257.047,2271.794,1069,265923.083
ReAtlas_biomass.1709,1709,Perry,Missouri,46923.788,1281.742,20070,46590,746.647,2114.979,2450,158151.686
ReAtlas_biomass.1790,1790,Sherburne,Minnesota,52592.73,92.007,5824,255,803.801,6526.396,5597.983,77289.265
ReAtlas_biomass.1791,1791,Wright,Minnesota,130795.215,377.598,8077,377,1820.642,9135.628,0,187468.041
ReAtlas_biomass.1792,1792,Anoka,Minnesota,9523.935,26.303,629,0,3690.274,29450.951,16457,61552.249
ReAtlas_biomass.1796,1796,Washington,Minnesota,37403.256,35.954,1834,72,3535.142,20264.461,5735.961,71858.758
ReAtlas_biomass.1797,1797,Lac qui Parle,Minnesota,315122.897,548.679,0,0,0,794.57,0,495168.855
ReAtlas_biomass.1798,1798,Hennepin,Minnesota,30211.389,56.954,3921,33,13189.946,110123.13,24086,189514.562
ReAtlas_biomass.1802,1802,Carver,Minnesota,104617.514,416.065,1164,0,787.471,7005.713,0,127878.15
ReAtlas_biomass.1803,1803,Yellow Medicine,Minnesota,335686.334,1074.734,1399,0,248.882,1272.899,0,464441.985
ReAtlas_biomass.1804,1804,Dakota,Minnesota,165254.62,300.336,7443,35,2870.143,35327.567,47197,274659.946
ReAtlas_biomass.1805,1805,Renville,Minnesota,498231.055,2230.955,2974,0,12.247,1780.386,0,569584.747
ReAtlas_biomass.1806,1806,Scott,Minnesota,78974.929,249.04,1189,1395,2061.36,8996.782,4980.661,113399.022
ReAtlas_biomass.1807,1807,Sibley,Minnesota,267977.971,1484.692,2882,195,16.33,1512.509,0,293607.767
ReAtlas_biomass.1808,1808,Goodhue,Minnesota,244323.925,1360.684,15119,3648,538.589,4618.686,0,320042.338
ReAtlas_biomass.1812,1812,Rice,Minnesota,153556.637,2076.799,3317,0,289.706,5762.853,5763.747,254767.371
ReAtlas_biomass.1813,1813,Le Sueur,Minnesota,177967.739,732.828,8171,0,505.93,2504.367,0,274304.394
ReAtlas_biomass.1814,1814,Brown,Minnesota,271535.698,2776.732,331,0,248.882,2741.414,1176,348668.709
ReAtlas_biomass.1825,1825,Winona,Minnesota,121723.105,856.954,13432,83,277.459,5104.898,0,190527.097
ReAtlas_biomass.1832,1832,Fillmore,Minnesota,274835.046,1410.389,15025,9908,20.412,2261.999,0,400831.075
ReAtlas_biomass.1849,1849,Menominee,Michigan,4801.092,273.737,38897,23268,754.812,3267.14,5663.161,79252.965
ReAtlas_biomass.2140,2140,Knox,Kentucky,618.407,4.917,24149,37635,505.93,3536.505,0,66502.335
ReAtlas_biomass.2500,2500,Dickinson,Iowa,164958.925,362.823,0,0,4.082,1784.821,0,202164.802
ReAtlas_biomass.1714,1714,Dent,Missouri,0,149.201,51000,46367,758.894,1682.449,264.637,101213.939
ReAtlas_biomass.1718,1718,Cape Girardeau,Missouri,66113.488,1005.867,26394,4467,1269.806,7869.427,798,175314.575
ReAtlas_biomass.1719,1719,Texas,Missouri,242.379,1403.218,73618,50675,1000.512,2815.934,0,131332.147
ReAtlas_biomass.2213,2213,Barton,Kansas,121317.832,56.607,18,0,0,3648.549,1388.812,200686.308
ReAtlas_biomass.1726,1726,Shannon,Missouri,0,158.958,61521,80185,762.977,887.59,0,143529.29
ReAtlas_biomass.1730,1730,Scott,Missouri,153845.26,142.205,1957,0,542.671,4400.985,0,179293.104
ReAtlas_biomass.1731,1731,Stoddard,Missouri,329794.125,240.049,3725,8940,257.047,3530.57,11475,462264.521
ReAtlas_biomass.1734,1734,Mississippi,Missouri,210338.614,306.712,4204,0,0,1522.504,0,225081.379
ReAtlas_biomass.1735,1735,Douglas,Missouri,0,1413.919,44007,13961,252.965,1395.149,0,65480.167
ReAtlas_biomass.1737,1737,Howell,Missouri,0,1350.704,53612,56634,1543.183,4061.475,970,119488.956
ReAtlas_biomass.1740,1740,Butler,Missouri,161508.806,20.638,48705,8062,518.177,4629.996,6482.161,232726.842
ReAtlas_biomass.1742,1742,New Madrid,Missouri,286397.292,56.005,3610,0,16.33,2107.012,1342,300468.736
ReAtlas_biomass.2130,2130,McCracken,Kentucky,24256.041,55.157,9971,119,996.43,7190.74,6061.301,65027.728
ReAtlas_biomass.1758,1758,Polk,Minnesota,279974.506,146.163,31678,302,4.082,3271.29,0,939124.738
ReAtlas_biomass.1759,1759,Clearwater,Minnesota,5393.513,87.251,55779,9609,510.012,920.414,0,116541.84
ReAtlas_biomass.1761,1761,Itasca,Minnesota,218.4,16.965,266570,145995,510.012,4696.169,0,423137.385
ReAtlas_biomass.1763,1763,Norman,Minnesota,138590.366,96.934,8903,0,244.8,823.789,0,349125.201
ReAtlas_biomass.1764,1764,Cass,Minnesota,5848.281,111.221,140920,23837,767.059,2764.955,0,177489.93
ReAtlas_biomass.1770,1770,Crow Wing,Minnesota,6302.713,74.84,71414,41333,820.13,5699.388,1377,129712.671
ReAtlas_biomass.1782,1782,Traverse,Minnesota,244099.103,138.757,0,0,0,497.964,0,296605.469
ReAtlas_biomass.1783,1783,Benton,Minnesota,72263.665,485.96,6190,36150,852.79,3371.134,0,128567.792
ReAtlas_biomass.1784,1784,Stearns,Minnesota,283228.634,3196.088,4837,2696,2118.514,13388.698,0,438631.824
ReAtlas_biomass.1788,1788,Chisago,Minnesota,41207.101,111.551,15463,149,1025.006,4139.076,0,65559.256
ReAtlas_biomass.1789,1789,Big Stone,Minnesota,169914.689,311.945,0,0,4.082,573.248,0,217075.346
ReAtlas_biomass.2141,2141,Harlan,Kentucky,0,0,71035,64073,0,3870.546,0,139033.449
ReAtlas_biomass.2143,2143,Wayne,Kentucky,8139.509,706.352,18807,34611,554.918,2340.679,0,65905.915
ReAtlas_biomass.1856,1856,Alpena,Michigan,6284.133,135.912,11450,31519,1004.594,3975.221,0,55873.976
ReAtlas_biomass.2144,2144,Whitley,Kentucky,507.411,7.551,58103,20543,510.012,3886.804,1051.05,85446.512
ReAtlas_biomass.2145,2145,McCreary,Kentucky,0,1.932,55483,32107,734.4,1941.794,0,90414.304
ReAtlas_biomass.2147,2147,Carlisle,Kentucky,37920.553,435.413,18325,44118,4.082,579.905,0,144654.355
ReAtlas_biomass.2150,2150,Allen,Kentucky,2388.121,1482.877,31453,13697,244.8,2019.822,0,57671.804
ReAtlas_biomass.2151,2151,Clinton,Kentucky,685.199,160.942,37503,15508,738.482,1134.847,0,56182.764
ReAtlas_biomass.2153,2153,Monroe,Kentucky,818.346,367.728,33204,70873,988.265,1364.815,0,110448.369
ReAtlas_biomass.2156,2156,Fulton,Kentucky,56686.894,28.927,8044,5854,0,930.889,0,85285.279
ReAtlas_biomass.1876,1876,Arenac,Michigan,31515.493,26.888,4039,11703,244.8,2132.84,0,81223.035
ReAtlas_biomass.1878,1878,Huron,Michigan,220104.083,1513.968,973,565,505.93,4538.683,1131.9,321971.984
ReAtlas_biomass.1879,1879,Bay,Michigan,86423.515,25.019,2060,0,771.142,13389.188,6334.559,132636.699
ReAtlas_biomass.1882,1882,Newaygo,Michigan,19062.011,387.763,23221,15580,257.047,6115.002,0,70430.955
ReAtlas_biomass.1885,1885,Sanilac,Michigan,205986.443,821.224,870,0,742.565,5267.684,0,310804.762
ReAtlas_biomass.1886,1886,Tuscola,Michigan,165267.971,475.611,1365,1029,24.494,7071.516,0,241696.157
ReAtlas_biomass.1888,1888,Muskegon,Michigan,12629.528,373.119,7035,48335,273.377,20398.495,19647,111576.625
ReAtlas_biomass.1891,1891,Lapeer,Michigan,64009.732,231.551,1260,2272,1000.512,10666.99,0,94418.863
ReAtlas_biomass.1892,1892,Kent,Michigan,53412.029,507.65,12344,4619,10581.833,68278.249,8120.161,172905.994
ReAtlas_biomass.1893,1893,Genesee,Michigan,47731.082,149.756,2973,0,1539.101,51936.805,28477,139034.651
ReAtlas_biomass.1894,1894,Ottawa,Michigan,52558.9,2333.435,32352,0,5090.573,28543.757,27706,156948.493
ReAtlas_biomass.1898,1898,Livingston,Michigan,35433.063,144.587,1771,0,799.718,18831.8,0,60274.286
ReAtlas_biomass.1902,1902,Allegan,Michigan,113955.448,4104.642,5289,10150,526.342,12948.789,0,161432.813
ReAtlas_biomass.1903,1903,St. Clair,Michigan,73122.689,135.335,1482,5788,762.977,20147.033,8174.761,113635.646
ReAtlas_biomass.1904,1904,Macomb,Michigan,28165.502,74.46,5448,0,4645.879,93834.1,12033.161,145658.609
ReAtlas_biomass.1905,1905,Oakland,Michigan,0,21.002,2272,320,11876.134,142843.019,24150,183611.034
ReAtlas_biomass.1910,1910,Van Buren,Michigan,38427.358,441.623,4005,11438,505.93,9199.662,0,84718.977
ReAtlas_biomass.1911,1911,Berrien,Michigan,66923.353,234.877,1934,0,1530.936,19482.412,22821,125147.569
ReAtlas_biomass.1912,1912,Wayne,Michigan,0,0,7434,0,9246.708,243732.461,126845,390666.506
ReAtlas_biomass.1933,1933,Cumberland,Maine,0,7.509,80710,30391,5066.078,27482.637,1660,145756.44
ReAtlas_biomass.1934,1934,York,Maine,0,12,112343,13935,1396.361,18828.479,0,146823.637
ReAtlas_biomass.1936,1936,Washington,Maryland,19490.392,990.118,2852,0,1771.654,15680.623,6775,55701.421
ReAtlas_biomass.2029,2029,St. Martin,Louisiana,182307.707,6.653,20332,0,8.165,4926.377,0,207661.24
ReAtlas_biomass.2030,2030,St. Mary,Louisiana,219927.05,1.848,0,0,252.965,5515.747,1356.83,227142.908
ReAtlas_biomass.3108,3108,Coffee,Alabama,12758.604,5153.47,36081,0,8.165,4876.516,6209.161,156871.514
ReAtlas_biomass.3112,3112,Geneva,Alabama,18955.026,4140.675,19065,0,257.047,3066.402,0,262334.852
ReAtlas_biomass.3113,3113,Baldwin,Alabama,21647.384,939.611,55817,87425,1832.89,15146.058,6209.161,246392.008
ReAtlas_biomass.35,35,Preston,West Virginia,1585.66,112.624,47078,80258,8.165,2954.506,0,133690.669
ReAtlas_biomass.3114,3114,Mobile,Alabama,3305.4,324.688,38208,350961,7287.408,43903.444,24400.53,474445.861
ReAtlas_biomass.37,37,Mineral,West Virginia,0,19.803,20605,32545,4.082,2734.265,0,55952.926
ReAtlas_biomass.3119,3119,Fairbanks North,Alaska,0,0,12027,50962,514.094,8365.058,0,72005.136
ReAtlas_biomass.3039,3039,Calhoun,Arkansas,0,3.81,76199,0,0,726.624,0,76938.932
ReAtlas_biomass.3040,3040,Drew,Arkansas,42321.864,414.525,107597,0,285.624,2889.602,0,172906.481
ReAtlas_biomass.3041,3041,Bradley,Arkansas,0,436.715,100102,430462,269.294,1848.684,0,533139.528
ReAtlas_biomass.3042,3042,Miller,Arkansas,29738.424,1440.669,61776,0,493.682,4658.484,0,108385.578
ReAtlas_biomass.3043,3043,Chicot,Arkansas,143914.851,6.667,45435,0,0,1653.491,0,243228.198
ReAtlas_biomass.3044,3044,Lafayette,Arkansas,17077.475,2736.479,62968,0,12.247,1129.017,0,85085.885
ReAtlas_biomass.3045,3045,Columbia,Arkansas,0,2715.239,95557,239246,514.094,3197.299,0,341271.969
ReAtlas_biomass.3046,3046,Ashley,Arkansas,72298.236,3.81,80989,0,252.965,2952.207,0,185325.334
ReAtlas_biomass.3047,3047,Union,Arkansas,0,2513.62,234180,256056,32.659,5686.459,0,498544.19
ReAtlas_biomass.3056,3056,Franklin,Alabama,118.486,4905.759,29909,0,269.294,3438.392,0,58473.149
ReAtlas_biomass.61,61,Pendleton,West Virginia,792.83,91.952,12434,73520,4.082,890.913,0,87832.153
ReAtlas_biomass.3057,3057,Jackson,Alabama,27557.511,3743.521,51960,67960,1237.147,5558.944,1843.363,197299.989
ReAtlas_biomass.63,63,Braxton,West Virginia,0,6.256,38317,35357,497.765,1526.06,0,75728.392
ReAtlas_biomass.64,64,Pocahontas,West Virginia,0,15.128,13288,44536,16.33,1163.752,0,59423.499
ReAtlas_biomass.65,65,Webster,West Virginia,0,0,64859,37338,505.93,1130.376,0,103996.797
ReAtlas_biomass.3058,3058,Cherokee,Alabama,10516.921,332.019,11888,0,20.412,2523.193,5117.161,61784.762
ReAtlas_biomass.93,93,Florence,Wisconsin,0,0,38278,23337,257.047,596.363,0,62738.098
ReAtlas_biomass.471,471,Ellis,Texas,57015.722,47.881,0,0,306.036,12243.726,64933,150752.117
ReAtlas_biomass.3059,3059,Marion,Alabama,1937.794,826.185,31343,1505,530.424,3528.259,0,63851.983
ReAtlas_biomass.68,68,Kanawha,West Virginia,0,0,30646,21813,1282.054,21347.689,1271.949,76691.534
ReAtlas_biomass.3060,3060,Cullman,Alabama,5980.647,5218.059,28841,42923,554.918,8038.434,2845.62,110657.553
ReAtlas_biomass.3061,3061,Winston,Alabama,0,3166.253,22233,114169,3367.908,2791.452,0,146611.935
ReAtlas_biomass.3064,3064,Lamar,Alabama,0,64.836,35219,226347,8.165,2883.606,0,285058.884
ReAtlas_biomass.73,73,Greenbrier,West Virginia,0,125.152,105118,36259,44.906,3545.028,0,145149.057
ReAtlas_biomass.74,74,Fayette,West Virginia,0,3.255,45409,45267,244.8,4826.451,0,95829.183
